Date,Month,Day,Year,Income,Electricity,Gas,Internet,Water,Food,Groceries,Rent,Transportation,Healthcare,Shopping,Entertainment,Dining Out,Subscription Services,Clothing,Electronics,Zakat,Investment,Emergency Fund,Retirement,Education,Travel,Gifts,Home Maintenance,Others,Total_Expenses,Savings_Rate
2023-10-26,10,26,2023,2763.55,82.7,45.19,65.31,43.93,479.38,288.7,837.91,130.22,93.77,172.47,114.1,138.86,28.49,114.62,49.7,173.53,303.03,174.03,463.54,120.85,353.63,46.85,92.37,88.97,4502.150000000001,-0.6291183441587813
2023-05-23,5,23,2023,3130.37,87.32,42.39,52.73,39.98,411.11,316.64,643.9,164.78,112.76,223.01,115.93,164.48,28.36,81.31,52.53,236.16,300.89,181.72,473.86,170.8,304.53,41.59,111.92,97.87,4456.57,-0.42365598954756145
2023-09-25,9,25,2023,2697.57,72.19,54.79,64.55,42.41,359.21,322.76,785.94,122.41,104.37,204.16,83.65,131.4,33.97,82.55,58.06,201.8,247.3,178.21,413.71,154.88,295.71,50.74,111.26,92.75,4268.780000000001,-0.5824538380839053
2023-11-21,11,21,2023,2487.67,79.31,48.84,59.42,33.6,414.3,311.8,735.99,120.58,97.19,232.4,108.8,146.56,31.71,103.56,52.7,220.44,359.07,180.14,385.15,136.24,315.74,46.57,99.33,91.35,4410.79,-0.7730607355477213
2023-11-27,11,27,2023,2759.56,91.75,44.98,54.61,40.98,369.41,292.81,952.71,176.74,99.5,185.54,118.97,148.23,25.96,82.62,48.64,184.37,351.04,195.46,422.06,152.32,261.92,55.58,110.51,88.53,4555.239999999999,-0.6507124324167617
2023-09-14,9,14,2023,2766.46,88.53,49.44,64.43,46.84,353.65,320.63,743.6,131.51,95.85,173.74,86.32,159.76,27.91,100.66,49.48,207.62,290.03,218.12,356.6,135.77,352.12,56.69,94.83,92.25,4296.379999999999,-0.5530244427897021
2023-07-01,7,1,2023,3395.08,74.09,46.16,61.52,44.2,320.91,352.8,657.7,144.53,105.83,171.19,98.28,136.45,33.82,88.09,53.24,180.47,339.91,161.89,388.4,142.94,306.97,54.78,111.9,104.7,4180.7699999999995,-0.23142017272052487
2023-08-14,8,14,2023,3427.68,67.42,44.86,55.81,39.67,435.4,296.38,950.76,122.76,106.38,215.02,116.36,149.22,27.36,104.27,47.5,168.12,316.76,182.08,379.11,175.42,253.32,42.69,109.99,92.98,4499.639999999999,-0.3127363114409745
2023-07-31,7,31,2023,3389.17,91.97,51.8,61.78,40.99,390.12,279.34,814.91,159.64,102.27,225.38,107.58,128.43,33.24,114.83,53.99,219.12,354.86,188.9,443.63,164.84,265.78,46.43,89.11,94.49,4523.429999999999,-0.3346719108218234
2023-04-12,4,12,2023,3213.2,86.53,45.11,65.94,32.37,339.07,289.29,766.82,149.18,81.92,202.27,116.52,150.74,24.19,97.49,40.64,200.34,335.79,223.21,398.72,154.49,316.12,54.69,102.61,118.97,4393.0199999999995,-0.36717913606373703
2023-02-27,2,27,2023,3038.11,89.55,56.93,50.11,46.76,417.61,359.15,880.61,166.03,97.24,182.15,98.05,172.83,32.87,106.02,41.46,211.83,280.78,202.22,430.81,169.21,291.89,40.43,102.99,80.25,4607.78,-0.5166600287678852
2023-07-19,7,19,2023,2422.65,71.21,48.54,54.21,35.57,427.93,279.19,786.48,159.92,110.8,205.96,94.19,172.82,34.41,86.1,55.46,176.49,261.79,162.1,416.31,170.68,333.54,50.8,118.19,93.1,4405.79,-0.8185829566796688
2023-06-11,6,11,2023,3514.16,85.06,44.03,51.92,47.86,357.28,350.39,887.15,121.64,115.11,235.55,84.92,176.88,24.31,114.7,57.08,176.69,245.91,195.08,351.78,166.26,310.83,42.49,118.77,100.27,4461.960000000001,-0.2697088351128011
2023-10-24,10,24,2023,3269.42,67.89,55.13,50.89,39.83,416.78,329.96,741.4,131.46,119.41,223.98,94.39,135.32,25.34,98.28,40.15,224.27,288.04,228.6,376.75,176.74,340.38,48.68,113.91,92.03,4459.610000000001,-0.3640370463262598
2023-12-26,12,26,2023,2501.34,84.59,47.79,59.31,47.22,363.95,317.68,743.45,128.44,89.96,205.17,85.12,129.35,32.34,110.49,41.22,224.19,343.96,212.88,379.47,144.89,258.9,43.45,117.45,118.61,4329.879999999999,-0.7310241710443198
2023-12-09,12,9,2023,2617.94,92.13,42.19,51.9,39.96,368.97,315.04,930.87,135.91,92.84,222.66,93.26,173.33,24.41,114.88,58.27,163.72,285.24,207.88,404.03,129.49,241.79,57.94,83.68,119.53,4449.919999999999,-0.6997792157192293
2023-02-27,2,27,2023,3562.48,78.86,48.3,69.56,39.05,457.11,337.13,640.23,148.57,115.98,180.55,92.92,152.4,35.48,106.74,41.93,199.42,339.73,205.7,340.13,150.88,336.65,42.85,106.37,109.73,4376.2699999999995,-0.2284335631357929
2023-07-26,7,26,2023,2738.76,83.68,45.0,54.02,43.68,368.18,325.26,787.89,155.45,100.68,239.01,90.67,173.97,27.94,94.99,42.9,218.91,342.09,219.83,447.96,157.91,335.3,59.59,80.57,105.39,4600.87,-0.6799098862258831
2023-05-02,5,2,2023,2594.26,74.32,51.44,59.61,37.5,420.59,338.04,824.7,147.13,88.59,209.71,101.84,127.07,27.35,110.74,58.48,186.98,347.1,180.42,449.12,149.24,305.87,53.26,106.72,93.7,4549.5199999999995,-0.753686985884221
2023-09-23,9,23,2023,2715.44,89.02,48.53,48.61,40.69,335.13,357.01,905.62,127.22,108.51,170.1,93.9,147.15,30.64,117.58,59.33,237.73,261.91,225.6,461.7,150.65,257.01,53.61,111.04,87.95,4526.239999999999,-0.6668532539846208
2023-07-01,7,1,2023,3030.69,88.96,51.26,60.73,32.75,405.31,304.73,861.98,179.83,86.67,172.7,107.22,158.09,34.31,89.05,58.61,217.29,304.9,236.41,387.84,132.13,245.87,59.38,96.03,95.59,4467.64,-0.47413295322187365
2023-09-25,9,25,2023,3566.41,92.6,49.36,51.27,47.01,320.06,270.16,817.84,138.7,116.92,209.05,118.37,123.55,28.92,85.75,56.45,221.17,336.84,236.07,358.79,167.18,317.53,47.82,87.73,113.37,4412.509999999999,-0.23724137157533753
2023-02-06,2,6,2023,2671.57,94.37,42.81,57.63,43.62,413.75,320.68,705.87,128.54,91.02,186.2,105.47,151.24,30.29,110.87,51.97,178.57,292.59,225.78,406.6,156.6,258.44,57.6,110.17,108.8,4329.4800000000005,-0.6205751674109232
2023-05-20,5,20,2023,3539.39,65.31,56.76,54.13,42.03,388.15,260.21,867.12,171.93,99.49,183.29,100.91,125.31,32.78,118.39,57.3,179.3,342.0,199.56,432.26,145.95,246.8,42.1,110.8,113.69,4435.570000000001,-0.25320182291298804
2023-05-22,5,22,2023,3485.68,84.49,46.58,64.01,36.02,377.07,241.55,868.19,149.13,103.43,177.71,97.35,135.95,35.97,113.05,49.76,208.53,307.87,208.53,459.26,160.05,245.05,42.16,113.53,105.71,4430.95,-0.27118668380344724
2023-02-20,2,20,2023,3090.75,67.76,55.28,56.66,42.76,464.61,290.62,766.0,164.66,93.89,223.05,114.09,154.4,30.27,117.61,56.26,210.25,333.32,213.53,324.1,154.02,242.9,58.92,83.95,116.83,4435.740000000001,-0.4351662217908277
2023-01-15,1,15,2023,3274.87,91.18,45.07,67.64,37.5,475.77,269.84,782.72,122.87,98.33,239.28,90.53,167.62,26.51,110.83,50.95,185.75,288.16,187.88,450.48,170.68,342.8,46.68,104.66,109.59,4563.320000000001,-0.39343546461386275
2023-04-27,4,27,2023,2779.84,73.79,58.28,50.17,38.5,419.49,316.74,882.1,132.13,114.24,198.84,93.48,146.27,28.34,86.37,43.37,161.27,262.77,184.84,400.98,158.54,275.54,51.2,87.12,104.74,4369.11,-0.5717127604466442
2023-02-08,2,8,2023,2638.34,66.9,51.96,69.05,38.47,362.14,325.91,810.5,143.81,116.85,168.29,118.24,168.87,34.65,91.76,51.4,166.58,359.93,195.4,326.52,152.88,320.1,45.48,99.78,113.33,4398.799999999999,-0.6672604743891989
2023-04-23,4,23,2023,2694.42,71.23,52.96,53.18,32.2,358.99,242.49,835.91,170.28,96.58,204.1,102.72,144.74,34.17,103.24,52.55,231.09,357.5,219.74,433.08,178.91,336.41,45.27,94.81,116.0,4568.150000000001,-0.695411257339242
2023-05-01,5,1,2023,2784.19,75.43,59.16,51.23,45.76,477.8,269.63,812.25,127.73,119.24,222.74,100.3,148.54,27.76,112.29,52.08,217.61,326.11,211.6,408.65,179.1,295.83,51.49,82.13,104.75,4579.210000000001,-0.6447189308200952
2023-09-12,9,12,2023,3109.28,66.07,59.92,48.53,39.18,424.04,347.5,792.52,162.38,82.55,188.35,118.19,136.57,27.02,115.86,40.55,207.82,291.7,221.15,341.34,143.77,319.42,46.2,107.89,92.19,4420.71,-0.42177931868471147
2023-04-30,4,30,2023,3083.83,92.03,58.93,51.46,40.63,429.01,277.74,642.17,156.58,108.48,188.67,84.79,178.64,31.37,101.19,54.61,218.6,269.86,208.12,441.41,130.76,261.75,52.99,99.8,84.78,4264.369999999999,-0.3828161733947718
2023-02-15,2,15,2023,2512.99,76.91,54.02,64.45,44.88,381.01,296.93,911.12,130.98,92.45,174.19,97.21,135.12,25.09,90.42,44.01,188.1,317.67,166.53,392.28,125.64,270.93,57.59,82.44,102.29,4322.26,-0.7199670512019549
2023-12-16,12,16,2023,2847.78,69.39,59.27,60.7,32.07,381.56,243.32,929.65,153.8,114.37,236.46,87.54,157.25,26.18,88.73,46.9,229.77,349.51,207.98,411.84,173.49,324.76,57.59,87.1,85.95,4615.180000000001,-0.6206237841406291
2023-08-16,8,16,2023,2436.41,65.24,50.75,70.99,47.05,449.15,277.4,733.26,140.94,87.22,201.48,116.01,149.86,31.24,119.89,58.4,235.03,351.43,203.84,382.22,146.88,253.97,51.09,93.53,94.63,4411.500000000001,-0.8106558419970371
2023-05-03,5,3,2023,3552.46,79.7,55.88,49.0,32.94,477.18,297.65,909.95,159.58,110.18,207.29,113.91,125.46,31.86,116.47,51.26,216.18,302.6,220.55,422.91,136.95,256.26,55.27,91.72,105.05,4625.800000000001,-0.30213992557270203
2023-07-26,7,26,2023,2922.17,66.64,40.48,50.5,40.98,417.55,276.71,957.53,166.24,110.83,215.91,101.1,122.5,35.36,92.28,51.75,232.02,305.13,211.27,438.28,152.06,245.66,46.06,87.53,118.57,4582.9400000000005,-0.5683344911487013
2023-01-27,1,27,2023,3388.5,85.89,48.68,60.2,45.59,401.4,321.74,654.31,132.87,98.29,174.86,88.86,139.22,32.57,99.81,51.42,209.04,245.43,190.52,464.05,126.98,274.85,58.09,106.38,116.61,4227.66,-0.2476494023904382
2023-06-19,6,19,2023,3581.28,95.59,56.53,56.92,45.4,327.16,257.0,718.78,160.11,115.28,193.83,102.82,171.82,31.51,88.2,57.57,218.93,272.71,215.22,386.54,144.82,273.37,58.02,112.67,99.53,4260.33,-0.18961097708082017
2023-11-04,11,4,2023,2412.52,86.16,40.84,66.41,34.06,430.32,248.46,676.6,129.54,111.65,165.32,101.48,130.04,32.88,118.21,54.3,215.6,274.18,182.92,456.88,135.69,331.32,47.9,115.42,88.09,4274.27,-0.771703447018056
2023-02-14,2,14,2023,3065.7,79.93,42.54,71.89,39.5,337.5,267.44,906.59,131.07,110.5,224.51,89.67,156.92,29.26,85.71,51.94,163.28,352.03,221.34,350.24,132.63,278.15,51.38,117.94,93.65,4385.61,-0.4305411488403953
2023-05-09,5,9,2023,3506.21,75.2,44.01,63.46,38.26,344.5,275.02,660.37,131.04,87.77,212.64,97.55,172.28,24.83,89.83,50.57,204.55,257.2,237.13,329.07,161.09,289.19,50.69,104.74,86.8,4087.7900000000004,-0.16587141101074962
2023-06-14,6,14,2023,2844.45,68.59,42.08,53.61,38.1,410.03,337.64,885.98,127.18,88.98,210.26,102.55,124.44,31.79,116.43,58.74,211.58,273.9,209.28,391.95,164.88,321.95,52.25,93.81,119.52,4535.52,-0.5945156357116492
2023-08-21,8,21,2023,2974.95,92.75,49.08,69.11,35.58,365.9,327.72,948.17,143.31,90.29,172.83,109.6,145.9,27.6,81.7,48.21,230.38,342.2,239.0,340.0,157.59,264.97,48.12,115.34,98.42,4543.7699999999995,-0.5273433166943982
2023-08-20,8,20,2023,2932.67,76.43,47.27,55.82,38.38,435.73,264.71,709.43,131.46,87.78,229.89,106.37,157.13,34.8,101.93,55.28,192.66,317.28,177.08,342.61,126.52,318.27,46.01,113.32,110.98,4277.14,-0.45844571670184514
2023-11-16,11,16,2023,2894.54,70.38,46.75,69.36,42.55,469.94,291.81,941.82,121.43,88.26,205.39,86.89,179.02,32.17,110.77,52.82,206.01,336.1,172.05,370.64,134.74,328.62,55.25,99.47,104.41,4616.65,-0.594951183953236
2023-11-10,11,10,2023,3036.71,84.1,40.71,50.33,33.05,323.43,350.42,918.23,139.89,83.6,234.53,94.27,164.62,35.5,92.3,41.32,209.86,277.86,232.36,391.46,140.32,261.03,46.06,112.09,86.39,4443.730000000001,-0.4633369666514094
2023-03-19,3,19,2023,2595.91,67.79,58.2,57.83,40.99,420.59,323.98,730.0,170.88,89.98,169.07,117.82,174.55,25.16,81.58,57.6,197.83,297.23,221.37,413.79,179.27,283.49,48.82,102.88,97.89,4428.59,-0.7059874957144124
2023-01-11,1,11,2023,3564.36,94.29,51.34,69.25,47.81,461.84,248.27,683.18,138.01,95.74,171.96,119.72,167.46,32.03,118.46,46.41,216.91,353.85,166.65,416.45,167.96,241.91,57.82,96.71,86.76,4350.79,-0.2206370849184706
2023-05-10,5,10,2023,2630.43,72.97,50.41,69.98,39.83,464.93,246.24,716.42,138.4,97.96,194.64,81.62,165.0,33.12,98.32,41.6,204.1,255.68,238.26,419.87,164.08,242.31,47.61,116.18,95.2,4294.73,-0.6327102412913478
2023-01-19,1,19,2023,3234.35,72.65,47.5,56.8,40.2,478.98,290.94,866.33,127.94,93.85,180.93,87.72,136.9,25.0,97.99,53.44,224.44,349.6,228.92,463.33,121.38,255.42,55.24,89.72,87.08,4532.299999999999,-0.4013016525731598
2023-02-03,2,3,2023,2584.81,89.65,55.58,68.73,32.15,322.15,336.84,918.45,157.05,86.25,210.09,114.85,147.65,34.48,111.45,42.12,169.76,324.5,175.96,439.37,124.87,251.0,59.03,80.15,111.66,4463.789999999999,-0.7269315733071287
2023-04-30,4,30,2023,2652.26,86.94,47.74,63.01,35.08,450.81,324.99,798.5,162.38,98.77,218.53,103.67,171.65,29.31,100.3,41.59,237.94,271.59,230.25,412.07,131.36,254.88,55.23,87.53,113.94,4528.0599999999995,-0.7072458959528851
2023-04-27,4,27,2023,2594.91,84.33,51.85,62.44,40.11,365.66,291.18,903.83,164.13,101.22,212.39,118.73,135.1,33.05,82.59,41.26,187.54,327.95,209.59,450.83,124.8,331.73,54.32,80.48,109.77,4564.88,-0.7591669845967685
2023-02-15,2,15,2023,2782.08,88.68,58.29,64.75,41.69,473.49,308.3,872.69,139.14,94.32,224.88,94.82,138.01,29.87,101.84,54.9,178.25,260.47,215.27,385.56,172.8,278.92,55.93,117.81,96.13,4546.810000000001,-0.6343203646192782
2023-08-26,8,26,2023,2942.61,68.55,55.01,58.07,32.39,342.31,278.01,956.72,157.93,95.98,161.12,111.66,159.71,26.07,103.72,43.68,167.59,286.95,171.99,373.97,121.3,287.07,46.07,118.21,101.97,4326.050000000001,-0.4701404535429435
2023-04-27,4,27,2023,2627.94,83.42,49.98,58.44,45.63,397.97,319.89,753.08,126.36,118.12,216.48,104.31,128.49,30.23,99.77,44.33,199.24,354.82,210.52,374.17,138.64,314.22,52.23,103.96,101.19,4425.489999999999,-0.6840148557425203
2023-06-24,6,24,2023,3269.71,89.83,57.28,56.87,47.53,330.1,293.65,773.44,132.57,93.05,178.68,114.87,138.75,34.99,118.9,55.74,204.4,309.27,186.48,351.1,127.63,278.62,52.65,118.85,89.16,4234.41,-0.2950414562759388
2023-10-31,10,31,2023,3131.26,90.03,44.98,61.52,46.25,370.15,345.69,762.93,128.9,92.87,202.34,98.51,174.03,35.37,109.11,41.34,191.17,263.18,221.6,433.91,141.83,333.33,49.47,88.93,80.12,4407.56,-0.40759949668823414
2023-07-02,7,2,2023,3389.8,79.44,42.92,54.55,37.12,477.65,312.57,811.62,169.45,105.83,236.62,103.9,127.22,32.8,109.42,43.9,223.91,273.89,223.26,387.68,169.12,241.31,45.22,85.76,81.01,4476.17,-0.320482034338309
2023-11-30,11,30,2023,3172.79,77.49,47.37,66.62,47.89,391.47,285.84,690.23,146.65,92.56,234.95,98.24,131.87,31.28,91.39,51.73,185.82,242.03,164.19,372.25,148.63,257.01,56.64,95.0,81.02,4088.17,-0.2885094821907533
2023-08-11,8,11,2023,3175.59,76.66,46.53,68.07,32.55,365.27,307.87,821.93,173.0,82.23,217.38,85.27,123.83,24.81,86.06,50.46,235.21,268.2,220.37,475.57,140.29,289.52,55.02,99.7,101.8,4447.6,-0.4005586363478913
2023-09-26,9,26,2023,2899.62,89.27,53.89,61.15,33.43,353.16,259.09,884.08,172.12,89.1,164.52,107.34,121.45,31.71,107.89,49.57,163.37,331.02,236.0,472.71,128.26,278.34,47.75,105.37,95.83,4436.42,-0.530000482821887
2023-09-19,9,19,2023,3318.64,79.75,53.39,64.73,40.8,326.42,310.76,706.83,154.96,80.29,216.15,103.26,142.09,34.78,86.57,44.26,202.9,349.82,219.54,365.03,153.38,301.31,43.2,88.06,104.3,4272.580000000001,-0.2874490755249141
2023-06-21,6,21,2023,2634.93,92.73,47.85,63.61,39.23,391.29,356.13,854.99,166.2,88.18,169.02,95.5,126.4,35.2,88.22,55.2,218.86,275.83,215.18,354.29,155.6,276.4,49.28,105.91,89.19,4410.289999999998,-0.6737788100632648
2023-05-10,5,10,2023,2660.17,64.76,40.25,67.91,45.77,353.02,353.62,764.34,139.64,119.37,208.15,86.61,149.5,30.73,91.41,59.74,228.59,269.82,209.31,461.51,171.16,314.31,57.14,117.87,117.21,4521.740000000001,-0.6997936222121145
2023-06-05,6,5,2023,2934.07,87.32,59.22,50.33,37.89,423.32,356.51,877.39,142.37,91.2,212.29,91.9,122.1,25.44,85.67,49.14,234.58,357.99,233.17,339.25,158.2,354.29,55.86,115.21,117.28,4677.919999999999,-0.5943450565255767
2023-03-31,3,31,2023,2417.21,66.76,44.7,68.88,41.28,409.19,272.41,864.92,148.78,109.26,172.26,82.61,160.68,24.36,99.9,56.61,192.99,356.75,206.14,327.05,123.78,332.34,45.62,91.26,99.17,4397.700000000001,-0.8193288957103441
2023-05-17,5,17,2023,2429.3,72.7,57.44,53.64,39.17,320.31,318.02,919.53,170.12,97.41,236.17,99.54,133.89,34.18,81.89,47.28,207.84,294.75,197.8,346.22,159.52,284.55,51.02,85.83,109.41,4418.23,-0.8187255588029471
2023-06-27,6,27,2023,2888.4,82.57,47.44,71.6,44.28,343.62,320.72,924.62,160.54,96.31,236.91,83.46,135.19,25.65,116.99,52.91,196.06,304.71,214.43,462.36,140.61,350.2,59.65,85.8,93.67,4650.299999999999,-0.6099916909015369
2023-11-20,11,20,2023,3398.42,69.1,55.97,51.35,45.06,352.93,323.19,666.16,145.14,84.48,200.11,81.68,126.23,24.05,117.38,53.29,173.18,267.21,216.78,373.58,127.02,327.82,55.94,101.94,95.8,4135.39,-0.21685665691703798
2023-12-03,12,3,2023,3383.23,71.01,47.02,57.79,44.03,337.03,316.86,785.17,170.06,115.81,175.07,80.02,167.62,30.05,84.31,42.89,165.78,354.01,179.35,384.98,169.51,305.04,41.93,112.58,80.94,4318.86,-0.2765493330338167
2023-01-16,1,16,2023,2754.94,70.63,56.55,64.33,33.07,392.42,254.27,942.36,159.7,80.42,207.8,93.73,142.49,27.65,104.77,58.39,210.82,311.2,214.33,476.32,150.0,282.18,45.12,98.94,111.91,4589.4,-0.6658802006577275
2023-10-03,10,3,2023,3323.74,77.53,51.74,69.14,47.19,429.58,359.36,761.59,177.77,110.36,166.95,90.09,125.52,26.94,113.23,52.63,167.52,285.58,186.99,416.58,148.16,278.74,51.05,108.16,98.05,4400.45,-0.32394531461546333
2023-11-11,11,11,2023,2892.73,64.33,42.57,68.71,44.49,469.69,293.33,800.66,147.79,107.89,191.05,117.0,159.22,24.58,103.43,53.96,199.29,348.27,183.47,346.04,137.42,279.77,42.19,86.19,113.49,4424.829999999998,-0.529638092735927
2023-04-12,4,12,2023,2978.58,71.97,47.75,65.87,42.46,348.26,285.21,736.73,133.41,114.62,206.69,99.73,162.83,33.7,117.92,42.32,173.15,255.84,238.3,416.83,121.42,299.54,55.89,97.2,108.34,4275.9800000000005,-0.4355766841917963
2023-12-22,12,22,2023,2841.95,81.39,48.37,48.8,38.98,432.33,248.03,667.92,172.67,106.59,197.97,100.28,134.59,35.13,85.5,40.48,166.91,262.41,175.72,425.58,152.76,306.88,49.56,118.83,106.25,4203.93,-0.4792413659635112
2023-10-26,10,26,2023,2895.91,81.91,44.64,51.54,34.13,432.24,241.34,659.2,167.29,84.51,213.27,103.42,120.53,34.56,85.48,58.41,228.85,336.15,175.09,395.96,148.72,251.89,47.76,105.34,101.66,4203.889999999999,-0.45166458902383005
2023-02-06,2,6,2023,2575.33,68.06,50.2,68.67,33.09,402.14,358.48,821.17,134.82,110.14,227.18,94.47,133.52,27.15,82.39,48.64,229.65,333.68,162.21,427.46,175.85,286.89,52.13,114.68,109.94,4552.61,-0.7677773333902839
2023-03-07,3,7,2023,2975.24,94.38,50.19,57.76,45.95,421.66,268.96,806.8,149.83,83.0,207.99,96.69,153.7,32.45,111.08,55.46,163.2,273.29,182.47,424.03,179.2,280.98,56.73,104.21,116.77,4416.78,-0.4845121738078273
2023-08-29,8,29,2023,3013.73,76.36,57.42,64.52,43.12,467.75,312.62,851.52,154.44,98.77,167.28,99.59,140.54,30.2,105.25,45.03,181.46,272.55,183.12,402.16,138.78,348.7,58.14,102.64,93.94,4495.900000000001,-0.4918058352938055
2023-06-06,6,6,2023,2630.22,74.72,53.52,54.68,41.56,427.15,262.6,836.18,167.21,112.09,215.07,87.6,161.16,32.55,102.12,44.09,197.02,302.41,169.38,435.64,137.49,269.64,51.96,105.34,93.49,4434.67,-0.6860452737793798
2023-11-28,11,28,2023,3371.49,76.0,47.83,65.21,46.92,393.45,280.97,721.51,124.32,84.98,190.12,102.03,143.58,24.8,112.48,45.1,199.6,352.17,204.05,451.39,150.67,290.46,45.31,119.26,105.12,4377.330000000001,-0.2983369370812315
2023-09-08,9,8,2023,3114.33,79.24,47.74,50.87,34.9,377.81,336.16,657.44,170.83,91.09,203.88,90.74,167.03,35.11,107.47,44.1,231.3,307.99,160.79,374.02,157.46,273.26,48.6,89.22,104.73,4241.779999999999,-0.3620200813658151
2023-10-20,10,20,2023,3302.07,93.69,47.07,53.67,32.37,413.46,331.48,694.99,177.98,95.33,203.34,80.7,129.62,30.85,104.57,59.48,224.76,254.95,179.7,385.02,134.52,313.15,57.84,116.71,91.18,4306.429999999999,-0.30416072342500283
2023-01-02,1,2,2023,2686.52,73.87,51.59,62.39,38.19,354.14,252.04,666.24,162.75,97.7,219.13,95.38,156.9,28.56,101.65,45.43,230.54,298.98,223.17,403.83,139.32,299.88,52.31,113.53,104.26,4271.780000000001,-0.5900793591709723
2023-07-10,7,10,2023,2573.42,66.48,56.74,64.4,34.69,384.64,266.15,753.04,136.45,108.6,231.88,95.18,172.66,35.53,107.46,51.27,211.64,247.76,217.05,323.5,154.3,283.14,40.41,97.45,97.81,4238.2300000000005,-0.6469251035586886
2023-08-06,8,6,2023,2507.35,72.16,44.57,56.8,47.95,396.56,260.22,913.17,158.7,103.96,224.81,113.84,178.75,28.37,110.43,41.8,233.27,251.09,215.63,328.01,124.76,351.84,49.06,91.73,114.34,4511.820000000001,-0.7994376532993004
2023-05-23,5,23,2023,3445.21,69.95,48.19,52.0,33.07,459.49,314.51,823.23,166.99,114.87,229.34,109.64,137.29,29.64,96.93,43.36,161.37,355.36,208.21,332.33,166.37,272.29,55.66,101.36,111.16,4492.61,-0.304016300893124
2023-10-11,10,11,2023,3313.03,87.14,43.05,70.37,35.93,321.4,342.65,885.23,150.79,80.83,200.36,82.27,128.1,24.58,86.24,42.65,228.94,340.11,205.91,364.68,134.75,261.02,42.2,89.93,105.61,4354.74,-0.3144281820569085
2023-01-22,1,22,2023,2480.49,76.08,40.01,59.06,44.78,428.4,287.4,813.27,144.23,101.0,236.97,117.73,141.24,31.27,108.73,54.99,220.13,302.82,192.61,400.5,149.98,336.58,44.14,103.99,94.7,4530.610000000001,-0.8264979903164298
2023-06-02,6,2,2023,2538.64,92.93,47.65,55.19,32.38,397.96,330.04,708.98,166.5,110.01,196.0,103.62,165.53,25.68,111.75,47.93,171.39,348.06,232.29,360.47,143.95,325.55,47.43,88.19,85.22,4394.7,-0.7311237512999086
2023-01-27,1,27,2023,2694.44,68.66,52.8,50.43,37.98,376.09,349.13,923.85,172.33,83.12,183.52,112.84,153.1,24.49,119.25,56.94,165.42,279.77,184.83,401.07,120.66,252.16,54.89,102.46,82.4,4408.19,-0.6360319769599618
2023-09-18,9,18,2023,2662.43,80.67,40.48,57.68,44.78,393.65,314.61,731.18,123.05,100.68,169.86,97.54,149.25,33.16,81.45,55.59,218.29,307.96,165.38,474.9,175.98,285.35,53.21,97.59,108.9,4361.19,-0.6380486998719215
2023-05-17,5,17,2023,2572.74,88.39,43.93,62.8,36.41,355.24,245.28,643.88,127.98,96.74,175.49,111.98,172.99,29.12,102.73,59.81,176.85,358.92,173.07,325.99,163.63,334.44,44.38,116.61,86.62,4133.28,-0.6065673173348259
2023-12-11,12,11,2023,2992.18,66.56,49.19,69.59,41.87,476.71,342.07,945.81,135.49,102.34,231.13,112.58,139.84,31.98,101.07,53.36,226.83,310.77,214.61,448.99,166.7,269.44,56.3,97.35,90.89,4781.470000000001,-0.5979887573608544
2023-09-18,9,18,2023,2760.68,95.13,59.83,49.23,41.47,448.27,270.92,903.7,153.3,113.78,177.52,118.25,147.86,25.84,83.94,50.84,189.04,329.1,193.54,372.99,124.87,259.49,49.62,117.14,82.65,4458.32,-0.6149354506860628
2023-06-10,6,10,2023,3511.35,65.82,48.12,58.37,38.63,476.54,280.05,758.52,138.48,99.46,239.82,117.11,143.78,26.57,97.2,44.7,179.46,336.54,186.89,415.68,155.61,342.38,42.01,83.29,109.5,4484.53,-0.27715266208153555
2023-03-18,3,18,2023,3048.44,79.76,41.85,71.28,44.93,423.68,359.02,640.67,130.65,85.34,238.7,94.67,161.14,33.92,94.29,51.44,163.23,347.15,186.41,326.23,154.97,358.58,52.29,112.86,87.69,4340.749999999999,-0.42392502394667403
2023-03-29,3,29,2023,3476.47,90.37,49.81,54.42,36.66,453.9,248.6,836.08,128.32,98.49,228.19,86.3,166.56,30.18,99.86,44.48,182.7,287.21,187.09,346.05,148.36,294.3,59.03,92.26,106.14,4355.360000000001,-0.25281104108477875
2023-07-25,7,25,2023,2901.56,93.78,55.89,68.33,42.66,353.69,295.35,865.04,122.21,82.35,230.01,85.91,179.89,25.51,108.91,45.65,186.62,278.39,179.14,397.06,144.59,351.58,53.37,106.87,109.18,4461.98,-0.5377865699830435
2023-06-04,6,4,2023,3524.92,70.71,49.46,48.81,34.5,350.64,247.93,650.04,171.18,90.09,174.92,99.9,159.5,28.77,108.37,46.47,170.63,279.23,237.34,387.58,138.89,349.86,51.33,107.99,80.3,4134.44,-0.1729173995438193
2023-03-26,3,26,2023,3545.15,77.31,49.74,71.72,34.37,461.48,268.8,833.25,177.42,116.29,217.66,96.71,166.25,31.58,108.45,56.0,189.84,240.33,198.62,451.89,150.06,265.33,46.65,106.35,109.46,4525.5599999999995,-0.27654965234193174
2023-09-16,9,16,2023,2728.14,76.5,50.57,62.17,46.83,351.47,332.37,874.01,122.37,118.57,207.28,91.61,179.81,29.48,91.38,40.36,207.15,355.81,165.02,452.73,145.03,295.63,57.69,102.88,116.92,4573.64,-0.6764682164405055
