Date,Month,Year,Total_Revenue,Employee_Salaries,Loan_Payment,Raw_Materials,Utilities,Rent,Marketing,Insurance,Office_Supplies,Maintenance,Taxes,Transfer_Money,Profits,Losses,Total_Expenses,Profit_Margin,Expense_Ratio,Debt_Coverage_Ratio,Employee_Cost_Ratio
1976-03-01,3,1976,487905.4,141981.09,24371.92,106608.64,7451.02,17467.32,28855.27,15009.18,5602.91,9038.03,54565.07,45776.97,76954.95000000001,0.0,410950.45,0.1577251450793535,0.8422748549206465,3.157525135483787,0.29100126786873026
1976-04-01,4,1976,494764.13,140203.81,27586.35,94819.03,8127.42,17047.82,27306.04,15287.13,4705.86,10368.15,49458.9,41100.29,99853.62,0.0,394910.51,0.20182065340913052,0.7981793465908695,3.6196749479362076,0.2833750498444582
1976-05-01,5,1976,454313.36,168019.95,26953.62,92353.81,6815.31,19460.22,27596.98,14308.91,5509.36,11131.6,56764.85,34017.54,25398.75,0.0,428914.61,0.05590579594665673,0.9440942040533433,0.942313128997144,0.3698327295503703
1976-06-01,6,1976,534082.26,132177.71,25223.61,92145.03,7980.87,17359.37,34472.63,15952.44,4389.54,11263.82,55959.31,40237.11,137157.93000000005,0.0,396924.32999999996,0.2568104958213741,0.7431895041786258,5.437680411328912,0.24748567758082807
1976-07-01,7,1976,571183.22,131320.61,21966.83,89005.42,8767.91,17448.98,30610.39,14707.42,5696.33,9210.32,46414.86,37780.11,196034.14999999997,0.0,375149.07,0.3432071236266359,0.6567928763733641,8.924098288191786,0.22990978271385493
1976-08-01,8,1976,535302.93,141812.6,23289.67,87240.62,7286.51,21679.62,30762.37,13449.35,4496.56,9898.17,48597.69,40431.09,146789.77000000008,0.0,388513.16,0.2742181328990672,0.7257818671009328,6.302784453364951,0.2649202760762023
1976-09-01,9,1976,471246.16,139425.36,22149.35,89728.46,8446.53,21958.32,31771.9,12931.48,5503.89,9483.38,43868.19,36978.63,85979.29999999999,0.0,385266.86,0.18245092967972407,0.8175490703202759,3.881797885716736,0.2958652437613497
1976-10-01,10,1976,526577.51,139207.51,28680.07,85932.46,7770.54,19713.21,32232.71,13874.34,4943.06,10911.69,44596.9,34143.48,138715.02000000002,0.0,387862.49,0.26342754364879734,0.7365724563512026,4.836634638618386,0.26436280957004793
1976-11-01,11,1976,444607.29,164565.3,24041.8,103908.93,8347.24,20493.94,27829.39,16407.36,4282.7,8693.42,56037.44,39321.18,9999.770000000019,0.0,434607.51999999996,0.02249124165283034,0.9775087583471697,0.4159326672711702,0.3701363061320924
1976-12-01,12,1976,549403.43,142419.75,21570.22,98829.85,7203.17,20443.31,32895.17,14527.49,4294.22,10549.64,45092.11,36576.59,151578.50000000006,0.0,397824.93,0.2758965301690964,0.7241034698309036,7.02721159079509,0.2592261755628282
1977-01-01,1,1977,557513.57,129059.22,25893.82,92373.54,7508.25,19471.95,30456.2,13024.41,4669.66,8911.71,45491.87,44615.83,180652.93999999994,0.0,376860.63,0.3240332607509445,0.6759667392490555,6.97668169470553,0.2314907240733172
1977-02-01,2,1977,545325.21,163268.08,28670.53,108457.47,7661.87,20267.11,29862.12,16857.05,5003.59,9665.14,45197.24,37826.53,110415.00999999995,0.0,434910.2,0.20247552831823043,0.7975244716817695,3.851167383372402,0.29939580456953385
1977-03-01,3,1977,541780.74,130136.61,28686.48,100882.97,8640.42,22997.63,34265.82,13200.6,5235.3,9299.58,54744.28,45007.11,133691.05,0.0,408089.69,0.24676227877720422,0.7532377212227958,4.660420170059205,0.24020161735538995
1977-04-01,4,1977,457911.74,165592.73,27230.43,95644.14,8814.13,22071.33,27084.9,15416.34,5459.32,10592.88,56209.7,34338.48,23795.839999999967,0.0,434115.9,0.05196599676610163,0.9480340032338984,0.8738694174127977,0.3616258670284366
1977-05-01,5,1977,509540.97,152839.9,22661.75,114640.19,8915.9,19953.36,28281.48,14956.96,4385.39,9197.87,45782.13,40317.38,87926.03999999998,0.0,421614.93,0.17255931353272727,0.8274406864672728,3.879931602810903,0.2999560565267205
1977-06-01,6,1977,455219.66,133372.03,26627.03,112563.42,8826.28,18941.53,25697.22,15389.74,5625.84,10823.1,55197.21,44328.03,42156.25999999995,0.0,413063.4,0.09260641335218245,0.9073935866478176,1.5832129982202279,0.2929838970487347
1977-07-01,7,1977,566288.48,145301.8,22007.74,94052.95,7127.48,17945.02,34038.24,16313.29,5690.99,10447.54,45113.04,45624.91,168250.39,0.0,398038.08999999997,0.29711074115440245,0.7028892588455975,7.645055330533713,0.25658618377686226
1977-08-01,8,1977,543048.77,137545.67,25667.13,90260.55,7536.38,21130.99,26646.14,16029.74,5673.18,11346.09,48374.02,45931.4,152838.88,0.0,390209.89,0.2814459555814849,0.7185540444185151,5.954654065335704,0.2532841939776422
1977-09-01,9,1977,515358.3,168946.72,28506.49,91626.86,8157.32,22620.13,26765.79,16104.04,4606.99,11447.14,45018.31,44623.84,91558.51000000001,0.0,423799.79,0.17765991156055896,0.8223400884394411,3.211847898496097,0.32782380724245636
1977-10-01,10,1977,520865.4,167399.41,24599.72,92956.37,7398.9,17406.77,27809.92,13236.16,4251.92,9657.81,53488.77,45629.22,102659.65000000002,0.0,418205.75,0.1970943932923938,0.8029056067076062,4.173204003948014,0.32138708004025607
1977-11-01,11,1977,481806.89,152071.08,22010.71,99384.68,8873.72,20905.82,31684.44,13481.95,4360.56,11037.29,46923.63,37824.6,71073.01000000001,0.0,410733.88,0.1475134778583179,0.8524865221416821,3.2290194182741043,0.31562661961932503
1977-12-01,12,1977,450515.78,144395.6,26739.89,101411.39,8955.5,17558.63,30846.27,15511.4,4974.11,8592.98,56636.63,35979.97,34893.380000000005,0.0,415622.4,0.07745207060227724,0.9225479293977228,1.3049186066210448,0.32051174766841684
1978-01-01,1,1978,440188.67,136749.77,22674.88,105915.9,8532.89,21379.84,27887.38,14016.85,4606.32,8648.91,51076.55,44078.25,38699.380000000005,0.0,401489.29,0.08791543862317039,0.9120845613768296,1.7067071578769106,0.31066172148410814
1978-02-01,2,1978,489140.89,140754.73,26215.15,103006.47,7279.22,17154.41,27037.49,14063.15,4372.9,11031.31,47125.3,38769.61,91100.76000000001,0.0,398040.13,0.18624646162785533,0.8137535383721447,3.4751187767378786,0.28775907489557867
1978-03-01,3,1978,438670.53,151985.67,22636.61,111564.78,7686.56,19674.65,27869.66,14842.76,4589.36,9305.69,43424.59,43026.82,25090.20000000001,0.0,413580.33,0.05719600083461273,0.9428039991653873,1.1083903464343827,0.34646884074934325
1978-04-01,4,1978,476568.71,151865.21,28530.29,102691.79,8128.64,22044.78,32865.65,14633.84,5053.27,11100.68,49622.37,44579.85,50032.19,0.0,426536.52,0.10498421098607166,0.8950157890139283,1.7536516453215163,0.31866382918845004
1978-05-01,5,1978,560416.58,159643.76,25015.76,112013.65,8721.08,21065.21,31082.46,13291.27,5385.78,9018.64,57265.52,45665.98,117913.44999999995,0.0,442503.13,0.21040321469432607,0.7895967853056739,4.713566567635761,0.28486623290124646
1978-06-01,6,1978,488506.23,171972.6,24515.45,114918.08,8305.34,22004.65,27820.98,16848.62,5621.26,8701.04,48321.49,38768.26,39476.71999999997,0.0,449029.51,0.08081108812061613,0.9191889118793839,1.6102792320760977,0.35203768025640125
1978-07-01,7,1978,493723.58,166805.98,27149.13,103691.74,8054.15,19517.56,29229.98,13416.9,5131.9,10775.13,56594.75,45099.14,53356.359999999986,0.0,440367.22000000003,0.10806929658899415,0.8919307034110059,1.9653064389171948,0.33785297433029227
1978-08-01,8,1978,467913.93,151603.51,23829.02,97326.7,7719.3,19913.51,30980.66,12918.6,4663.12,8931.56,51629.83,42323.94,58398.119999999995,0.0,409515.81,0.12480526065979698,0.875194739340203,2.4507142971049585,0.32399871061757024
1978-09-01,9,1978,474724.11,138191.07,26843.12,112625.05,8952.88,17121.4,32856.47,14113.75,4670.52,9974.86,52942.74,35178.61,56432.25,0.0,418291.86,0.11887378123685355,0.8811262187631465,2.1022984660501463,0.2910976440610948
1978-10-01,10,1978,571132.91,147439.98,27443.67,93082.6,7800.25,20873.33,27191.42,13701.26,5485.95,10722.83,53892.4,44406.27,163499.22000000003,0.0,407633.69,0.2862717541526368,0.7137282458473633,5.9576295735956615,0.2581535355754583
1978-11-01,11,1978,448845.87,141500.54,25050.96,89069.49,8843.11,22276.0,25760.53,13617.44,5499.39,11010.93,46242.35,39477.38,59975.130000000005,0.0,388870.74,0.13362076830516453,0.8663792316948354,2.394125015568266,0.3152541873672582
1978-12-01,12,1978,466096.62,164557.78,25038.45,104062.29,7097.29,17183.38,28852.2,15423.2,4516.38,11111.44,51303.2,38197.12,36951.01000000001,0.0,429145.61,0.07927757553787884,0.9207224244621212,1.4757706647176645,0.3530550811546327
1979-01-01,1,1979,537344.17,158498.27,23388.02,96596.97,7190.98,20433.55,34184.26,16607.0,5221.07,10533.09,46536.25,38914.09,118154.71000000008,0.0,419189.45999999996,0.2198864649448045,0.7801135350551955,5.051932998175992,0.294966017775907
1979-02-01,2,1979,540135.91,127900.41,28086.37,104421.15,8242.74,17050.78,27771.51,16372.89,4708.19,11401.07,52141.1,39085.68,142039.70000000007,0.0,398096.20999999996,0.2629702957538966,0.7370297042461035,5.057246628880844,0.23679301381757786
1979-03-01,3,1979,462799.81,148501.41,26328.97,109729.32,7753.17,17613.87,30103.62,15730.6,5514.93,9622.69,52210.13,41308.6,39691.09999999998,0.0,423108.71,0.08576299977305517,0.9142370002269449,1.5075067501691093,0.3208761256838027
1979-04-01,4,1979,434575.56,171976.24,26054.46,110844.75,7426.75,21266.56,33531.36,14094.56,4474.89,10796.42,55995.31,43665.16,0.0,21885.73999999999,456461.3,0.0,1.050361184600441,0.0,0.3957338051868356
1979-05-01,5,1979,524079.55,158134.01,26659.62,104662.02,9193.93,18556.56,29267.09,14497.24,4302.98,10624.21,51080.64,36278.98,97101.25,0.0,426978.3,0.18527960115978576,0.8147203988402142,3.642259342031132,0.30173665429227303
1979-06-01,6,1979,505195.27,162820.37,28048.95,105156.05,8017.56,22072.52,33065.75,16694.23,4521.7,8792.81,44419.16,37103.82,71586.17000000004,0.0,433609.1,0.14170000047704334,0.8582999995229567,2.552187158521087,0.3222919525750904
1979-07-01,7,1979,452460.25,158087.06,23767.24,87678.99,7652.68,21465.26,28263.77,16296.41,4746.98,9281.68,46910.77,44214.57,48309.409999999974,0.0,404150.84,0.10677050635939836,0.8932294936406017,2.0326049638073234,0.34939436116211314
1979-08-01,8,1979,512536.19,169993.54,21784.12,111682.78,8001.15,22204.99,28935.02,14092.6,4331.09,11062.72,44560.48,36403.56,75887.70000000001,0.0,436648.49,0.14806310555358054,0.8519368944464195,3.4836247688683324,0.3316712913482266
1979-09-01,9,1979,560993.14,148090.71,23622.88,106470.05,8669.46,19925.49,31179.29,13545.71,5201.75,8514.14,46602.92,43134.32,149170.74,0.0,411822.4,0.26590474885307863,0.7340952511469213,6.314672046761444,0.263979538145511
1979-10-01,10,1979,498436.56,161860.61,21910.31,103434.39,8320.37,19420.36,34187.95,14474.92,4306.59,9098.24,48096.52,34168.93,73326.29999999999,0.0,425110.26,0.14711260345749916,0.8528873965425008,3.3466573498960073,0.32473663248137336
1979-11-01,11,1979,453586.51,157953.67,25950.15,92464.69,8464.46,19066.1,26660.38,14475.98,5133.01,9001.06,54857.66,37578.43,39559.34999999998,0.0,414027.16000000003,0.08721456464831809,0.9127854353516819,1.524436274934826,0.348232732935554
1979-12-01,12,1979,514455.49,142702.58,27909.81,114864.17,7622.56,22408.3,28733.26,13597.92,5672.13,11254.62,48550.87,36741.02,91139.27000000002,0.0,423316.22,0.1771567643296022,0.8228432356703979,3.2654923125596347,0.2773856684861114
1980-01-01,1,1980,535111.49,154036.18,22517.39,95997.74,8361.3,17224.18,33388.9,13901.05,5052.1,8645.76,57420.2,41943.64,118566.69,0.0,416544.8,0.2215738069836624,0.7784261930163375,5.265560973096793,0.28785810598086764
1980-02-01,2,1980,528462.46,146254.9,24101.9,101418.47,7938.55,17918.76,31756.73,15586.4,4701.67,10484.99,52437.24,37239.73,115862.84999999998,0.0,412599.61,0.21924518536283538,0.7807548146371646,4.80720814541592,0.276755514478739
1980-03-01,3,1980,549597.91,132221.14,26640.75,88532.04,7073.63,17637.58,27287.82,13648.87,4644.49,10069.44,45525.1,42441.24,176317.05000000005,0.0,373280.86,0.32081099071137303,0.6791890092886269,6.618321556262495,0.24057795270728013
1980-04-01,4,1980,499453.21,136846.23,28248.43,94918.11,6806.57,21029.8,33661.92,16508.54,5253.53,8947.43,43851.24,40140.46,103381.41000000003,0.0,396071.8,0.2069891792266187,0.7930108207733813,3.659722327931146,0.2739920922722671
1980-05-01,5,1980,463383.82,137902.21,28664.99,93880.67,7914.27,17598.85,27072.32,12927.5,4685.85,10904.79,47190.61,42862.48,74641.76000000001,0.0,388742.06,0.16107977184011305,0.838920228159887,2.6039346254786766,0.2975982415613907
1980-06-01,6,1980,431883.36,165839.94,26225.16,90115.37,7658.07,19626.29,31096.26,16703.14,4389.43,10944.89,45243.04,38809.33,14041.770000000019,0.0,417841.58999999997,0.032512875698660904,0.9674871243013391,0.5354312423642036,0.383992427955548
1980-07-01,7,1980,482857.32,165780.22,27249.24,104465.39,8712.58,17678.34,31765.53,13013.91,5663.7,8978.19,48740.42,41089.0,50809.79999999999,0.0,432047.52,0.10522735784558467,0.8947726421544153,1.8646318209241795,0.3433316906120425
1980-08-01,8,1980,452189.08,144588.79,23939.49,85864.49,8442.71,22031.22,34261.0,13337.95,5630.6,8838.81,48669.26,34551.67,56584.76000000001,0.0,395604.32,0.12513517575435482,0.8748648242456452,2.3636577053228787,0.319752944940643
1980-09-01,9,1980,530685.23,158006.8,27006.47,102299.47,8156.03,22867.37,31528.6,14272.35,5034.65,10601.74,43928.63,41940.56,106983.12,0.0,423702.11,0.20159430478213988,0.7984056952178601,3.961388511715896,0.29774109221016004
1980-10-01,10,1980,526444.34,144819.45,27542.75,101750.33,9170.7,17327.4,31290.59,13456.17,5523.27,11055.61,55541.23,34898.38,108966.83999999997,0.0,417477.5,0.20698644038988048,0.7930135596101195,3.956280327853971,0.275089765425154
1980-11-01,11,1980,570521.76,129765.78,22920.3,104299.52,7767.86,18410.0,29631.85,16355.68,4922.15,11069.77,49206.02,35424.48,176172.83000000002,0.0,394348.93,0.30879248146468596,0.691207518535314,7.686323041146932,0.22745106163873574
1980-12-01,12,1980,440396.5,146055.23,25428.48,85005.09,7018.15,20625.22,31071.6,14120.69,5012.51,9120.55,52572.12,45404.26,44366.859999999986,0.0,396029.64,0.10074298955600235,0.8992570104439976,1.7447704306352556,0.33164484731372756
1981-01-01,1,1981,458437.72,147950.7,25451.13,103592.74,7935.52,20943.0,31943.22,13263.11,5388.98,9165.24,47620.36,43958.61,45183.71999999997,0.0,413254.0,0.0985602144605378,0.9014397855394622,1.7753129232375917,0.3227280250848469
1981-02-01,2,1981,503297.76,159094.32,21593.34,89924.66,7137.08,21301.14,31994.03,13231.33,5166.28,9062.63,56453.24,38714.76,88339.71000000002,0.0,414958.05,0.17552176270365286,0.8244782372963472,4.0910627999188645,0.31610377125461475
1981-03-01,3,1981,532518.19,132349.46,24358.53,112798.8,8809.92,20532.87,32449.31,14777.27,5237.69,11368.57,44519.54,39985.94,125316.22999999992,0.0,407201.96,0.23532760448990472,0.7646723955100952,5.144654870388317,0.24853509698889348
1981-04-01,4,1981,565296.24,165246.72,24871.99,100249.99,9010.79,18063.21,30706.99,16037.23,4442.57,9662.22,51508.19,44592.35,135496.33999999997,0.0,429799.9,0.2396908566029025,0.7603091433970974,5.447748250140015,0.2923188026157754
1981-05-01,5,1981,571925.11,168715.96,26967.81,93207.88,9112.62,22822.95,29575.61,13350.17,4869.12,10600.04,53726.4,37586.96,138976.55,0.0,432948.56,0.24299781137428988,0.7570021886257101,5.153423655832638,0.2949965949213176
1981-06-01,6,1981,531781.15,169598.04,25994.37,91026.67,8298.0,18743.48,28607.64,15775.68,5722.0,10450.26,56874.9,40046.72,100690.11000000004,0.0,431091.04,0.1893450153319651,0.8106549846680349,3.8735353078378143,0.318924504939673
1981-07-01,7,1981,442310.79,143350.7,24852.77,102119.15,8401.18,19504.87,32230.82,16536.25,4678.89,11041.9,54624.57,40272.76,24969.690000000002,0.0,417341.1,0.05645281680783777,0.9435471831921622,1.0047045057754127,0.32409496499056695
1981-08-01,8,1981,525538.13,136495.61,26876.39,89828.06,7487.88,18503.37,33054.44,15857.68,4692.71,10760.78,42984.6,43768.31,138996.61000000004,0.0,386541.51999999996,0.2644843486427903,0.7355156513572098,5.171699398617152,0.2597254170691668
1981-09-01,9,1981,535923.87,166417.87,26818.1,101838.12,7370.23,21705.84,32689.4,14044.37,5246.74,11279.45,48313.32,45480.42,100200.43,0.0,435723.44,0.1869676564322466,0.8130323435677534,3.7362986192161265,0.3105252057535709
1981-10-01,10,1981,507818.69,128083.44,23135.06,103616.85,8674.22,22220.71,32969.85,16851.69,5306.94,10442.9,53826.62,40559.38,102690.40999999997,0.0,405128.28,0.2022186501249097,0.7977813498750903,4.438735408509854,0.2522227765976869
1981-11-01,11,1981,569643.47,140738.0,22580.69,105479.77,7248.74,18042.77,30124.62,14447.39,4892.76,10169.8,44451.0,41007.83,171467.93,0.0,398175.54,0.30100920844401147,0.6989907915559885,7.593564678492996,0.24706330786167005
1981-12-01,12,1981,531453.39,134466.26,22402.78,94678.9,6922.05,22594.29,31040.48,15728.51,4985.83,10218.03,47871.28,43408.38,140544.98000000004,0.0,390908.41,0.2644540097862581,0.7355459902137419,6.273550871811447,0.2530160923425477
1982-01-01,1,1982,452580.36,130567.94,25038.55,97477.94,8088.89,17551.67,27490.78,13710.09,4747.83,9582.39,45776.68,43031.87,72547.59999999998,0.0,380032.76,0.16029772038715948,0.8397022796128405,2.8974361534513773,0.2884966992381198
1982-02-01,2,1982,548553.26,171650.99,21316.03,105068.15,7869.6,22426.98,31023.31,15545.09,5688.35,10547.65,47314.06,44991.19,110103.05000000005,0.0,438450.20999999996,0.20071533254583163,0.7992846674541684,5.165269986953483,0.3129158142274097
1982-03-01,3,1982,506035.6,140227.3,28085.02,109663.27,7699.9,21816.9,29510.01,12947.33,5597.42,9077.54,50208.42,45378.54,91202.48999999999,0.0,414833.11,0.18022939492794576,0.8197706050720542,3.247371374490742,0.27710955513801794
1982-04-01,4,1982,505696.22,127829.88,21741.04,105110.05,8656.6,22189.71,29317.89,13217.67,5056.63,10608.23,57143.36,43302.48,104825.15999999997,0.0,400871.06,0.20728879484208915,0.7927112051579108,4.821533836467803,0.2527799792531572
1982-05-01,5,1982,537033.62,134418.96,24694.19,94951.46,7010.05,17325.61,32647.93,15261.38,5112.44,9182.94,46379.72,38656.39,150048.94,0.0,386984.68,0.27940325225821055,0.7205967477417894,6.076285150474667,0.25029896638500954
1982-06-01,6,1982,427533.65,157798.44,25261.26,104242.68,8284.04,21535.76,30770.47,15903.97,4358.88,11284.14,44092.03,43442.7,4001.9800000000396,0.0,423531.67,0.009360619918455633,0.9906393800815444,0.15842360990702917,0.3690901055390611
1982-07-01,7,1982,539791.14,147195.43,24213.35,104821.69,7937.57,20200.81,26727.43,14509.47,5446.23,10137.17,56902.01,35728.91,121699.98000000004,0.0,418091.16,0.22545753529781914,0.7745424647021808,5.026152102042883,0.2726895999071048
1982-08-01,8,1982,544252.57,160319.61,24048.48,113483.95,8128.46,20330.42,26609.12,12772.63,5144.98,10111.46,56704.69,37656.29,106598.76999999996,0.0,437653.8,0.19586268559099312,0.8041373144090069,4.432661440556741,0.2945684023136538
1982-09-01,9,1982,476577.75,146069.45,26094.49,100376.58,7186.29,18324.73,33012.74,13624.47,4522.04,10898.98,55283.77,44216.65,61184.20999999996,0.0,415393.54000000004,0.12838243077860845,0.8716175692213916,2.344717601302036,0.3064965789947181
1982-10-01,10,1982,494189.78,152234.91,23429.9,87020.88,7035.69,21353.54,29884.71,14238.83,4442.32,10466.42,44000.68,41434.19,100081.90000000002,0.0,394107.88,0.20251713825405296,0.7974828617459471,4.271546186710145,0.30804949062281295
1982-11-01,11,1982,492596.9,155235.41,23542.57,102525.1,8157.32,19186.96,28347.0,14677.38,4257.25,9238.53,45822.89,42877.79,81606.48999999999,0.0,410990.41000000003,0.16566586188423027,0.8343341381157697,3.466337362488462,0.31513679846543896
1982-12-01,12,1982,445145.87,160483.78,27834.14,98885.45,7660.98,18832.83,30465.05,13540.97,5159.94,11025.38,55380.7,35680.02,15876.650000000023,0.0,429269.22,0.035666173876891236,0.9643338261231088,0.570402031462083,0.36051953037326845
1983-01-01,1,1983,557950.37,130940.81,21815.5,85558.91,8017.23,17187.17,30737.01,14573.11,5135.05,11218.91,50773.91,40521.63,181992.76,0.0,375957.61,0.326180911036944,0.673819088963056,8.342360248447205,0.23468182304458368
1983-02-01,2,1983,541279.59,143961.84,22924.8,108164.35,8559.74,18745.99,29682.31,15046.85,4845.18,10006.5,52440.18,44175.78,126901.84999999998,0.0,414377.74,0.23444787563484518,0.7655521243651549,5.535570648380792,0.2659657645691019
1983-03-01,3,1983,449876.53,150636.15,24596.65,90374.36,9076.91,20956.48,34209.62,16061.64,4975.26,9576.39,45782.29,39851.71,43630.78000000003,0.0,406245.75,0.09698389911560851,0.9030161008843914,1.7738505040320542,0.3348388723457078
1983-04-01,4,1983,431421.27,136804.83,28057.95,95837.54,7927.22,19727.86,25917.94,17162.65,4736.11,10611.21,50320.59,43955.77,34317.37000000005,0.0,397103.89999999997,0.0795449190532494,0.9204550809467507,1.223088999730916,0.31710265467439747
1983-05-01,5,1983,506652.51,135323.24,26152.56,95958.9,8368.01,22012.81,30149.97,14443.48,5610.86,10049.12,47793.47,44412.63,110790.09000000003,0.0,395862.42,0.21867076114949086,0.7813292388505092,4.236300002753078,0.2670928048890945
1983-06-01,6,1983,515631.65,150082.66,22292.26,89968.17,6985.01,20860.86,27403.65,13591.08,4793.33,10651.91,44274.95,36764.16,124727.77000000002,0.0,390903.88,0.24189316152334717,0.7581068384766528,5.595115524401744,0.2910656473472875
1983-07-01,7,1983,497227.5,149046.66,22830.28,89837.39,8800.08,17134.68,25888.3,15330.69,4491.69,10388.62,43087.86,40867.23,110391.25,0.0,386836.25,0.22201356521914012,0.7779864347808598,4.835299873676538,0.29975546404814696
1983-08-01,8,1983,452005.63,170620.73,25745.18,101908.14,6844.69,21317.28,31455.71,14025.55,4378.62,9847.61,57391.64,44407.63,8470.479999999981,0.0,443535.15,0.018739766582110892,0.9812602334178891,0.32901226559689933,0.37747478941799906
1983-09-01,9,1983,515125.81,163257.72,27403.4,90456.52,8383.16,18587.12,32017.68,14292.02,4930.21,10271.79,45947.21,38625.54,99578.97999999998,0.0,415546.83,0.19331001876997772,0.8066899812300222,3.633818431289547,0.31692785884675434
1983-10-01,10,1983,553938.75,150196.18,24398.46,89486.84,7031.12,19855.22,31032.73,12925.66,5425.8,10009.99,44262.75,39786.89,159314.0,0.0,394624.75,0.2876021942859206,0.7123978057140794,6.529674413876942,0.2711422156330461
1983-11-01,11,1983,549128.27,167863.6,27061.53,104476.95,8052.91,19222.26,25890.94,15134.17,4594.23,10906.9,54343.33,38574.84,111581.45000000001,0.0,437546.82,0.2031974241646674,0.7968025758353326,4.123249867986031,0.30569105466014346
1983-12-01,12,1983,539230.88,158851.84,21982.88,89016.49,7945.14,18395.08,33231.48,14024.7,5565.15,9725.94,45335.32,42509.79,135156.86,0.0,404074.02,0.25064747775572493,0.7493525222442751,6.148278114605547,0.29458965703151124
1984-01-01,1,1984,442674.29,127823.73,26159.1,105633.0,7558.16,19173.62,26893.01,15682.09,4630.45,11064.93,48853.42,38387.73,49202.77999999997,0.0,393471.51,0.11114894429491257,0.8888510557050874,1.8809049240990696,0.2887534534702704
1984-02-01,2,1984,538245.79,146095.27,27128.41,99474.03,7688.51,20329.47,27784.0,14129.94,4766.53,10616.48,53536.74,44259.99,126696.41000000003,0.0,411549.38,0.23538764697072692,0.7646123530292731,4.670248274779098,0.2714285419677876
1984-03-01,3,1984,491989.23,158969.01,22463.46,91433.74,7761.35,19030.63,30455.19,15886.76,5310.18,8982.21,56968.55,34063.49,74728.14999999997,0.0,417261.08,0.15188980864479487,0.8481101913552052,3.32665359655191,0.3231148169645909
1984-04-01,4,1984,563879.27,147091.98,21730.6,91653.11,6992.1,17226.53,28958.93,17180.02,5170.95,10063.02,53174.09,41169.67,164637.94,0.0,399241.33,0.2919737411166046,0.7080262588833954,7.57631818725668,0.2608572221496988
1984-05-01,5,1984,521043.7,147253.74,22762.8,104706.53,8729.38,18716.04,25802.48,15447.82,5023.72,9195.01,45042.24,34432.73,118363.94,0.0,402679.76,0.2271670111355343,0.7728329888644657,5.199884899924438,0.2826130322658157
1984-06-01,6,1984,448616.71,172356.77,27097.55,95593.83,7748.34,20516.48,30159.68,16066.16,4352.93,8770.5,46767.41,43957.18,19187.059999999998,0.0,429429.65,0.042769383244774806,0.9572306167552252,0.7080736081306243,0.3841960545785287
1984-07-01,7,1984,569493.15,139942.85,25797.73,90835.76,9031.31,20449.44,27849.97,14582.11,4409.7,8717.16,46913.78,45364.19,180963.34000000003,0.0,388529.81,0.3177621012649582,0.6822378987350418,7.014700130592886,0.2457322796595534
1984-08-01,8,1984,556416.96,164091.63,25561.7,105825.76,9118.53,20379.01,32429.7,16158.63,5691.86,9876.55,49410.81,41041.92,117872.77999999997,0.0,438544.18,0.21184253621600602,0.788157463783994,4.611304412460829,0.2949076713980825
1984-09-01,9,1984,435133.14,156014.78,28706.49,105307.39,7351.83,18894.38,34099.01,15074.27,4264.58,10996.53,46223.86,35116.11,8200.020000000019,0.0,426933.12,0.018844852865033488,0.9811551471349665,0.2856503877694562,0.3585449271917096
1984-10-01,10,1984,436404.32,169412.83,24824.17,95606.14,8946.36,18614.45,34024.06,15823.98,5614.89,9997.0,45495.0,42825.15,8045.440000000002,0.0,428358.88,0.018435747840443016,0.981564252159557,0.32409703929678224,0.38820154209289215
1984-11-01,11,1984,455414.98,138736.29,25889.48,89679.87,7056.05,22521.13,31582.31,15735.41,5170.74,10792.73,50622.11,34507.16,57628.859999999986,0.0,397786.12,0.12654142382404723,0.8734585761759528,2.2259566433933777,0.3046370806687123
1984-12-01,12,1984,498851.06,171841.26,27977.5,111063.07,7977.93,22906.37,33744.06,14011.2,4583.14,10230.0,43312.22,43591.24,51204.31,0.0,447646.75,0.10264448470852201,0.897355515291478,1.8301960503976409,0.3444740800991783
1985-01-01,1,1985,500371.28,145217.26,26397.54,90244.01,9143.62,21189.47,29640.64,15851.45,4267.73,9132.26,51215.12,37905.23,98072.18,0.0,402299.10000000003,0.19599881911687655,0.8040011808831234,3.715201492260263,0.2902190149682452
1985-02-01,2,1985,507284.51,138171.26,24785.09,103392.52,7678.22,19992.62,27394.79,15903.21,4808.46,11062.98,46694.44,36158.67,107400.91999999998,0.0,399883.59,0.21171732604253968,0.7882826739574603,4.333287472427979,0.27237429347093606
1985-03-01,3,1985,459285.01,131994.14,23274.62,92074.16,7837.33,19285.3,26812.59,17066.17,4474.32,10917.01,45149.11,39995.17,80400.26000000001,0.0,378884.75,0.1750552668810158,0.8249447331189842,3.4544177305580077,0.28739048113066007
1985-04-01,4,1985,502551.05,159925.21,27140.0,94001.03,8149.13,20407.01,29085.62,15857.44,4340.05,10941.45,49648.09,41558.35,83056.02000000002,0.0,419495.02999999997,0.1652688219435618,0.8347311780564382,3.0602807663964633,0.3182267950688791
1985-05-01,5,1985,479144.3,152715.75,28238.83,92731.44,6847.6,17727.42,33306.32,17084.02,4548.44,10227.68,52236.96,36094.47,63479.83999999997,0.0,415664.46,0.1324858502960381,0.8675141497039619,2.2479628228223323,0.31872600801053047
